Specie,Counts,Percentages(%),Min,Max,Mean,Median,Contents
Lysimachia fortunei,8,0.13,4.5e-05,0.00288,0.0005954545454545454,0.00015,4.5e-05~0.00288
Aesculus turbinata,8,0.13,6.7e-05,0.002933,0.0011434,0.0008335,6.7e-05~0.002933
Smallanthus sonchifolius,8,0.13,0.00014,0.00625,0.0021909000000000004,0.0014245,0.00014~0.00625
Derris eriocarpa,8,0.13,8.8e-05,0.0025,0.0009504444444444445,0.000683,8.8e-05~0.0025
Astilbe chinensis,8,0.13,0.0002,0.084,0.010096222222222222,0.000662,0.0002~0.084
Allium ascalonicum,8,0.13,6.4e-05,0.000332,0.00012333333333333334,8.2e-05,6.4e-05~0.000332
Illicium oligandrum,8,0.13,0.000127,0.001733,0.0008741250000000001,0.0007665,0.000127~0.001733
Patrinia scabiosaefolia,8,0.13,0.000596,0.042857,0.01117125,0.0049175,0.000596~0.042857
Sapindus emarginatus,8,0.13,0.002813,0.225,0.04941425,0.0056565,0.002813~0.225
Ternstroemia japonica,8,0.13,0.000269,0.004309,0.0013608750000000003,0.00085,0.000269~0.004309
Euphorbia macroclada,8,0.13,0.0001,0.00925,0.0025875,0.00135,0.0001~0.00925
Excoecaria agallocha,8,0.13,9.3e-05,0.001524,0.0007902000000000001,0.0008285,9.3e-05~0.001524
Centaurea pullata,8,0.13,9.2e-05,0.001267,0.0005325,0.00037949999999999995,9.2e-05~0.001267
Leonurus japonicus,8,0.13,3e-05,0.006471,0.001533125,9.750000000000001e-05,3e-05~0.006471
Laggera crispata,8,0.13,0.00016,0.00038,0.00030750000000000005,0.00035000000000000005,0.00016~0.00038
Clematis tibetana,8,0.13,0.00041,0.122951,0.022618875,0.001336,0.00041~0.122951
Holboellia coriacea,8,0.13,0.0002,0.0006,0.0004625,0.0005,0.0002~0.0006
Nauclea latifolia,8,0.13,0.0008,0.15,0.02105,0.0016,0.0008~0.15
Ilex latifolia,8,0.13,0.00025,0.0015,0.0007456250000000001,0.0006175,0.00025~0.0015
Glycine max,8,0.13,0.006207,0.297586,0.10659487499999999,0.0443105,0.006207~0.297586
Euphorbia seguieriana,7,0.11,0.000283,0.005517,0.0014138571428571427,0.00069,0.000283~0.005517
Fissistigma pallens,7,0.11,0.00016,0.00066,0.00037714285714285714,0.00032,0.00016~0.00066
Tinospora sagittata,7,0.11,0.00013,0.0012,0.0006114285714285713,0.0005,0.00013~0.0012
Maytenus scutioides,7,0.11,0.000333,0.001833,0.0008667142857142857,0.000667,0.000333~0.001833
Rhododendron molle,7,0.11,3e-06,0.000769,0.0002765714285714286,0.000231,3e-06~0.000769
Spiraea japonica,7,0.11,1.2e-05,0.00175,0.0005672857142857143,0.00015,1.2e-05~0.00175
Lantana montevidensis,7,0.11,0.0002,0.004,0.0011771428571428573,0.0006,0.0002~0.004
Warburgia ugandensis,7,0.11,0.00095,0.0238,0.007207142857142856,0.0045,0.00095~0.0238
Voacanga africana,7,0.11,0.00013,0.082759,0.023309142857142855,0.001379,0.00013~0.082759
Blumea aromatica,7,0.11,0.0002,0.004286,0.0011675714285714286,0.000429,0.0002~0.004286
Montanoa tomentosa,7,0.11,2e-06,0.02,0.007985571428571429,0.001429,2e-06~0.02
Bauhinia championii,7,0.11,0.000161,0.000916,0.00039842857142857144,0.000346,0.000161~0.000916
Cynara cornigera,7,0.11,0.001,0.004,0.002685714285714285,0.003,0.001~0.004
Leandra chaetodon,7,0.11,0.000811,0.001622,0.0012895714285714283,0.001351,0.000811~0.001622
Ligularia alticola,7,0.11,0.000225,0.024698,0.005048285714285714,0.001434,0.000225~0.024698
Ilex kudingcha,7,0.11,8.3e-05,0.002167,0.0006071428571428571,0.000333,8.3e-05~0.002167
Cephaelis acuminata,7,0.11,8.6e-05,0.01588,0.0024145714285714287,0.00013,8.6e-05~0.01588
Wedelia trilobata,7,0.11,0.000425,0.013778,0.005486857142857142,0.001358,0.000425~0.013778
Anthemis altissima,7,0.11,0.000143,0.0024,0.0007448571428571427,0.000414,0.000143~0.0024
Anopterus macleayanus,7,0.11,0.000108,0.003926,0.0010702857142857142,0.000323,0.000108~0.003926
Meliosma henryi,7,0.11,0.000688,0.0065,0.003169714285714286,0.002625,0.000688~0.0065
Cananga odorata,7,0.11,0.000248,0.007949,0.0021795714285714283,0.00141,0.000248~0.007949
Delphinium honanense,7,0.11,8.3e-05,0.000133,0.00010000000000000002,0.0001,8.3e-05~0.000133
Aconitum brevicalcaratum,7,0.11,0.0002,0.006,0.0012000000000000001,0.00036,0.0002~0.006
Juniperus brevifolia,7,0.11,0.000145,0.001453,0.0004934285714285714,0.000404,0.000145~0.001453
Garcinia hombroniana,7,0.11,0.000135,0.009615,0.0018599999999999999,0.000577,0.000135~0.009615
Viburnum odoratissimum,7,0.11,2.7e-05,0.000411,0.00010171428571428572,5.1e-05,2.7e-05~0.000411
Salacia verrucosa,7,0.11,0.000192,0.002125,0.0006715714285714286,0.000467,0.000192~0.002125
Astragalus brachypterus,7,0.11,0.003,0.182,0.04415600000000001,0.0228,0.003~0.182
Euphorbia sororia,7,0.11,0.000124,0.002489,0.0009634285714285714,0.00054,0.000124~0.002489
Schefflera arboricola,7,0.11,1.9e-05,0.000427,0.0002184285714285714,0.000197,1.9e-05~0.000427
Catunaregam spinosa,7,0.11,6.7e-05,0.001956,0.000716,0.000167,6.7e-05~0.001956
Artemisia suksdorfii,7,0.11,0.000368,0.001684,0.0008945714285714287,0.000632,0.000368~0.001684
Mappianthus iodoides,7,0.11,2.2e-05,0.000276,9.27142857142857e-05,5e-05,2.2e-05~0.000276
Euphorbia cornigera,7,0.11,0.0001,0.00026,0.00019142857142857142,0.0002,0.0001~0.00026
Maesa lanceolata,7,0.11,0.00175,0.0056,0.0032857142857142855,0.003,0.00175~0.0056
Illicium burmanicum,7,0.11,0.000302,0.000504,0.00038742857142857144,0.000364,0.000302~0.000504
Monarda punctata,7,0.11,0.000672,0.002469,0.0014668571428571428,0.001563,0.000672~0.002469
Artemisia annua,7,0.11,6e-06,0.01,0.0014780000000000001,1e-05,6e-06~0.01
Eryngium campestre,7,0.11,0.002,0.007333,0.0036189999999999994,0.003333,0.002~0.007333
Tabernaemontana pandacaqui,7,0.11,6.2e-05,0.00025,0.00013857142857142857,0.000116,6.2e-05~0.00025
Citrullus colocynthis,7,0.11,0.00076,0.005,0.0020967142857142855,0.001342,0.00076~0.005
Saussurea calcicola,7,0.11,0.0003,0.001,0.0006142857142857142,0.0005,0.0003~0.001
Phytolacca acinosa,7,0.11,0.00022,0.03,0.006593076923076922,0.00328,0.00022~0.03
Piptadeniastrum africanum,7,0.11,0.000696,0.011452,0.00427625,0.001609,0.000696~0.011452
Vernonia amygdalina,7,0.11,0.000178,0.050067,0.015524500000000002,0.001333,0.000178~0.050067
Bellis sylvestris,7,0.11,0.003529,2.6,0.34812088888888887,0.02825,0.003529~2.6
Elsholtzia bodinieri,7,0.11,3.9e-05,0.002667,0.0004152222222222222,9.1e-05,3.9e-05~0.002667
Neonauclea sessilifolia,7,0.11,0.000446,0.005975,0.001818875,0.001156,0.000446~0.005975
Symplocos lancifolia,7,0.11,0.000483,0.002833,0.0009544666666666669,0.000817,0.000483~0.002833
Vinca major,7,0.11,2.5e-05,0.0003,0.000169375,0.00015999999999999999,2.5e-05~0.0003
Saussurea alata,7,0.11,0.00028,0.0024,0.0006625,0.00041,0.00028~0.0024
Cichorium intybus,7,0.11,0.0002,0.040609,0.020218857142857143,0.025381,0.0002~0.040609
Dysoxylum beddomei,7,0.11,0.002,0.012,0.005428571428571429,0.005,0.002~0.012
Lonicera macranthoides,7,0.11,0.000115,0.004935,0.0009628571428571429,0.000225,0.000115~0.004935
Smyrnium olusatrum,7,0.11,0.0004,0.010667,0.005771428571428571,0.005333,0.0004~0.010667
Ferula tunetana,7,0.11,7.4e-05,0.022222,0.0035767142857142864,0.000556,7.4e-05~0.022222
Inula viscosa,7,0.11,0.000968,0.02625,0.007662571428571429,0.00425,0.000968~0.02625
Glycyrrhiza inflata,7,0.11,0.000128,1.5,0.32144685714285715,0.14,0.000128~1.5
Sanguisorba officinalis,7,0.11,4e-06,0.00302,0.0011918571428571425,0.000206,4e-06~0.00302
Aster oharai,7,0.11,0.0002,0.004,0.0012485714285714285,0.0004,0.0002~0.004
Chaenomeles speciosa,7,0.11,8e-05,0.00076,0.0003114285714285715,0.0002,8e-05~0.00076
Vernonia cinerascens,7,0.11,0.000467,0.001067,0.0006668571428571429,0.000617,0.000467~0.001067
Astragalus trigonus,7,0.11,7.8e-05,0.008,0.0036857142857142857,0.004,7.8e-05~0.008
Lactuca canadensis,7,0.11,0.000263,0.003539,0.0016684285714285711,0.001719,0.000263~0.003539
Hedera helix,6,0.09,0.0115,0.152,0.060500000000000005,0.05525,0.0115~0.152
Chloranthus multistachys,6,0.09,4.8e-05,0.00015,7.733333333333333e-05,6.9e-05,4.8e-05~0.00015
Artemisia scoparia,6,0.09,9.4e-05,0.001281,0.0006855,0.000744,9.4e-05~0.001281
Aconitum richardsonianum,6,0.09,0.00015,0.000178,0.00016016666666666667,0.000154,0.00015~0.000178
Echinops grijsii,6,0.09,3.2e-05,7.9e-05,5.533333333333334e-05,5.4e-05,3.2e-05~7.9e-05
Ilex kudincha,6,0.09,8e-05,0.00091,0.0003844999999999999,0.0002585,8e-05~0.00091
Ficus pumila,6,0.09,7e-06,0.001125,0.00021783333333333333,4.25e-05,7e-06~0.001125
Delphinium trifoliolatum,6,0.09,0.00012,0.006,0.00161,0.00057,0.00012~0.006
Melia volkensii,6,0.09,0.000542,0.0024,0.001262,0.0011949999999999999,0.000542~0.0024
Uncaria tomentosa,6,0.09,0.000359,0.010228,0.004045833333333333,0.003922,0.000359~0.010228
Warionia saharae,6,0.09,0.00015,0.00054,0.00038666666666666667,0.00042,0.00015~0.00054
Astragalus icmadophilus,6,0.09,0.002833,0.00475,0.003513833333333333,0.0030415,0.002833~0.00475
Onopordum illyricum,6,0.09,0.001067,0.012174,0.0040975,0.0029839999999999997,0.001067~0.012174
Maesa laxiflora,6,0.09,0.0015,0.0073,0.0033333333333333335,0.0026499999999999996,0.0015~0.0073
Angelica pubescens,6,0.09,1.8e-05,0.000329,0.00014166666666666665,0.00011100000000000001,1.8e-05~0.000329
Buxus hyrcana,6,0.09,7.5e-05,0.000593,0.0003655,0.00033850000000000004,7.5e-05~0.000593
Taxus sumatrana,6,0.09,2.6e-05,7.1e-05,4.0999999999999994e-05,3.9e-05,2.6e-05~7.1e-05
Rhodiola sachalinensis,6,0.09,0.000105,0.026504,0.0046335000000000005,0.00020899999999999998,0.000105~0.026504
Parinari campestris,6,0.09,0.000426,0.004255,0.0018085,0.001436,0.000426~0.004255
Tabernaemontana divaricata,6,0.09,1.1e-05,0.0125,0.0021318333333333332,7.400000000000001e-05,1.1e-05~0.0125
Cryptocarya laevigata,6,0.09,0.012381,0.022857,0.016666666666666666,0.0166665,0.012381~0.022857
Salvia prionitis,6,0.09,1.5e-05,0.0003,0.00014783333333333334,0.000145,1.5e-05~0.0003
Clausena lansium,6,0.09,1.3e-05,0.000157,8.066666666666666e-05,7.35e-05,1.3e-05~0.000157
Delphinium trichophorum,6,0.09,0.000667,0.007583,0.0024360000000000002,0.0012165000000000001,0.000667~0.007583
Acacia farnesiana,6,0.09,1.2e-05,7.9e-05,3.416666666666666e-05,3.05e-05,1.2e-05~7.9e-05
Elattostachys apetala,6,0.09,0.000528,0.004639,0.0015810000000000002,0.000896,0.000528~0.004639
Paeonia hybrida,6,0.09,0.000136,0.001,0.00037099999999999996,0.000227,0.000136~0.001
Phlomoides betonicoides,6,0.09,2.6e-05,0.00034,0.00010033333333333334,5.7e-05,2.6e-05~0.00034
Euphorbia turczaninowii,6,0.09,0.000133,0.006217,0.0015333333333333336,0.000225,0.000133~0.006217
Isodon eriocalyx,6,0.09,3e-05,0.0065,0.0012665,0.00015000000000000001,3e-05~0.0065
Aconitum kusnezoffii,6,0.09,6e-06,0.003529,0.0008116666666666667,0.0001755,6e-06~0.003529
Fadogia agrestis,6,0.09,0.00022,0.00678,0.0022266666666666667,0.0006900000000000001,0.00022~0.00678
Spiraea cantoniensis,6,0.09,0.035385,0.461538,0.17358966666666667,0.1153845,0.035385~0.461538
Jasminum nudiflorum,6,0.09,0.007192,0.380753,0.08480583333333332,0.021267,0.007192~0.380753
Cussonia vantsilana,6,0.09,0.000789,0.003263,0.0020605000000000003,0.002182,0.000789~0.003263
Kleinhovia hospita,6,0.09,2.5e-05,0.000113,5.566666666666667e-05,4.45e-05,2.5e-05~0.000113
Alpinia shimadae,6,0.09,3.3e-05,0.001917,0.00043549999999999996,5.6999999999999996e-05,3.3e-05~0.001917
Dianthus superbus,6,0.09,0.00014,0.032,0.005463333333333334,0.00016,0.00014~0.032
Lagerstroemia speciosa,6,0.09,0.0006,0.0011,0.0008433333333333334,0.0008,0.0006~0.0011
Inula montana,6,0.09,0.001305,0.036915,0.008213833333333333,0.002677,0.001305~0.036915
Cyclamen mirabile,6,0.09,0.009333,0.109333,0.034222166666666665,0.018333500000000003,0.009333~0.109333
Zanha golungensis,6,0.09,0.0002,0.0038,0.0021333333333333334,0.00205,0.0002~0.0038
Vaccaria segetalis,6,0.09,3.6e-05,0.00023,8.766666666666667e-05,7.000000000000001e-05,3.6e-05~0.00023
Genista ulicina,6,0.09,0.00021,0.0011,0.00045499999999999995,0.00035,0.00021~0.0011
Globimetula braunii,6,0.09,0.000242,0.004818,0.002983333333333333,0.0032155,0.000242~0.004818
Melodinus cochinchinensis,6,0.09,6.4e-05,0.00035,0.00018933333333333335,0.00016649999999999998,6.4e-05~0.00035
Curcuma longa,6,0.09,1.6e-05,0.000244,8.599999999999999e-05,7.000000000000001e-05,1.6e-05~0.000244
Bacopa monniera,6,0.09,0.001667,0.01,0.004791166666666667,0.004138,0.001667~0.01
Sophora koreensis,6,0.09,0.000231,0.000423,0.0003462857142857143,0.000346,0.000231~0.000423
Artemisia absinthium,6,0.09,1.4e-05,0.005952,0.0033037142857142857,0.003262,1.4e-05~0.005952
Centaurea rhizantha,6,0.09,0.0005,0.024333,0.010119000000000001,0.003333,0.0005~0.024333
Astragalus sinicus,6,0.09,0.000107,0.001087,0.00032485714285714285,0.00022,0.000107~0.001087
Gymnema inodorum,6,0.09,3.3e-05,0.000675,0.00033749999999999996,0.0004,3.3e-05~0.000675
Illigera aromatica,6,0.09,2.8e-05,0.00018,0.00010385714285714287,0.000102,2.8e-05~0.00018
Lysimachia davurica,6,0.09,1.6e-05,0.002319,0.0007236250000000001,0.000225,1.6e-05~0.002319
Bruguiera cylindrica,6,0.09,8e-05,0.041667,0.011186333333333335,0.00014199999999999998,8e-05~0.041667
Aster batangensis,6,0.09,0.000407,0.012857,0.0027081666666666664,0.0006104999999999999,0.000407~0.012857
Spergularia ramosa,6,0.09,0.0035,0.01,0.006027666666666667,0.0056665,0.0035~0.01
Gleditsia sinensis,6,0.09,9.5e-05,0.002,0.000995,0.0009874999999999999,9.5e-05~0.002
Anchusa italica,6,0.09,3.6e-05,0.000255,0.00016450000000000001,0.00016649999999999998,3.6e-05~0.000255
Rubus crataegifolius,6,0.09,0.000778,0.0015,0.001051,0.0009725000000000001,0.000778~0.0015
Senecio aegyptius,6,0.09,0.0002,0.001,0.0005166666666666667,0.0005,0.0002~0.001
Ilex litseaefolia,6,0.09,0.000123,0.000646,0.0003353333333333333,0.0003085,0.000123~0.000646
Cosmos pringlei,6,0.09,0.00025,0.00185,0.0008250000000000002,0.0005499999999999999,0.00025~0.00185
Ligularia virgaurea,6,0.09,0.000128,0.00125,0.0004235,0.00021250000000000002,0.000128~0.00125
Ligularia lapathifolia,6,0.09,0.000111,0.003028,0.0010230000000000003,0.0007775,0.000111~0.003028
Actaea asiatica,6,0.09,0.000223,0.000935,0.000454,0.0003905,0.000223~0.000935
Glinus oppositifolius,6,0.09,0.003,0.02,0.007083333333333335,0.004399999999999999,0.003~0.02
Billia rosea,5,0.08,0.000647,0.004457,0.0014678,0.000794,0.000647~0.004457
Hemsleya amabilis,5,0.08,0.000118,0.000172,0.00014399999999999998,0.000142,0.000118~0.000172
Salicornia bigelovii,5,0.08,2.7e-05,6.4e-05,4.86e-05,5.5e-05,2.7e-05~6.4e-05
Rabdosia pseudo-irrorata,5,0.08,0.00024,0.0022,0.000848,0.0006,0.00024~0.0022
Castanea crenata,5,0.08,3.4e-05,0.00013,6.3e-05,4.6e-05,3.4e-05~0.00013
Uncaria macrophylla,5,0.08,2e-05,0.00024,0.00014400000000000003,0.00016,2e-05~0.00024
Tupidanthus calyptratus,5,0.08,0.000353,0.00625,0.0024862,0.001286,0.000353~0.00625
Holboellia fargesii,5,0.08,0.0001,0.00195,0.00057,0.000125,0.0001~0.00195
Aesculus californica,5,0.08,0.000948,0.00269,0.0017551999999999997,0.001897,0.000948~0.00269
Megacodon stylophorus,5,0.08,0.000165,0.007984,0.00355,0.00193,0.000165~0.007984
Ferula assa-foetida,5,0.08,0.0068,0.016,0.011120000000000001,0.0108,0.0068~0.016
Vernonia anthelmintica,5,0.08,0.0002,0.001558,0.0008316,0.00065,0.0002~0.001558
Nauclea subdita,5,0.08,0.000324,0.000735,0.0004978,0.000441,0.000324~0.000735
Gypsophila arrostii,5,0.08,0.001429,0.004286,0.0030288,0.003143,0.001429~0.004286
Ambrosia artemisiifolia,5,0.08,0.00025,0.00125,0.0006700000000000001,0.0005,0.00025~0.00125
Brucea javanica,5,0.08,0.0001,0.0004,0.000176,0.00012,0.0001~0.0004
Kadsura renchangiana,5,0.08,0.00023,0.015,0.0035219999999999995,0.00079,0.00023~0.015
Alangium lamarckii,5,0.08,8.2e-05,0.214378,0.05628580000000001,0.02624,8.2e-05~0.214378
Polygala sibirica,5,0.08,8.5e-05,0.00011,0.000101,0.000105,8.5e-05~0.00011
Paulownia tomentosa,5,0.08,0.00021,0.0062,0.0016640000000000001,0.00063,0.00021~0.0062
Callicarpa nudiflora,5,0.08,7.9e-05,0.003703,0.0008118,9.4e-05,7.9e-05~0.003703
Bupleurum falcatum,5,0.08,0.00087,0.0086,0.003714,0.0033,0.00087~0.0086
Aconitum tanguticum,5,0.08,3.6e-05,0.00018,7.94e-05,6e-05,3.6e-05~0.00018
Cephalaria transsylvanica,5,0.08,0.004333,0.0184,0.0082732,0.0062,0.004333~0.0184
Tanacetum gracile,5,0.08,0.000368,0.003421,0.001463,0.001053,0.000368~0.003421
Cimicifuga dahurica,5,0.08,0.000136,0.004518,0.0010514,0.000151,0.000136~0.004518
Patrinia scabiosifolia,5,0.08,0.000408,0.087079,0.033998,0.000856,0.000408~0.087079
Euphorbia helioscopia,5,0.08,0.000168,0.003671,0.0015023999999999999,0.001718,0.000168~0.003671
Crocus sativus,5,0.08,0.000441,0.000892,0.0006902,0.000645,0.000441~0.000892
Sapindus mukorossi,5,0.08,0.0001,0.000857,0.0005024,0.000429,0.0001~0.000857
Symplocos paniculata,5,0.08,8.2e-05,0.000445,0.000191,0.000164,8.2e-05~0.000445
Teucrium chamaedrys,5,0.08,0.0002,0.0003,0.00026000000000000003,0.0003,0.0002~0.0003
Kopsia hainanensis,5,0.08,5e-05,0.0002,0.00012800000000000002,0.0001,5e-05~0.0002
Hibiscus tiliaceus,5,0.08,3e-05,0.006,0.0012364,4.2e-05,3e-05~0.006
Aconitum orochryseum,5,0.08,0.00046,0.00169,0.0009939999999999999,0.00081,0.00046~0.00169
Caesalpinia mimosoides,5,0.08,7.9e-05,0.00036,0.00015759999999999998,0.000101,7.9e-05~0.00036
Croton crassifolius,5,0.08,0.000158,0.000375,0.000259,0.000213,0.000158~0.000375
Metapanax davidii,5,0.08,3.4e-05,0.000909,0.0005122000000000001,0.000727,3.4e-05~0.000909
Cynara scolymus,5,0.08,0.0094,1.0,0.25667999999999996,0.047,0.0094~1.0
Albizia adianthifolia,5,0.08,0.004,0.0125,0.0075000000000000015,0.007,0.004~0.0125
Eurya chinensis,5,0.08,1.2e-05,0.000186,9.64e-05,0.00012,1.2e-05~0.000186
Bacopa monnieri,5,0.08,0.006,0.053333,0.0209332,0.013333,0.006~0.053333
Heptaptera anatolica,5,0.08,0.013,0.038,0.022600000000000002,0.018,0.013~0.038
Glochidion eriocarpum,5,0.08,0.000107,0.0009,0.00037299999999999996,0.000286,0.000107~0.0009
Melodinus axillaris,5,0.08,7e-05,0.00321,0.0007740000000000001,0.00019,7e-05~0.00321
Solanum lyratum,5,0.08,9.4e-05,0.000485,0.00023399999999999997,0.000204,9.4e-05~0.000485
Acanthopanax brachypus,5,0.08,4.4e-05,0.000131,7.3e-05,6e-05,4.4e-05~0.000131
Caesalpinia decapetala,5,0.08,0.00019,0.003,0.000806,0.00027,0.00019~0.003
Rhodiola rosea,5,0.08,0.00025,0.001667,0.0008234,0.0006,0.00025~0.001667
Dorema kopetdaghense,5,0.08,0.001,0.0122,0.0045222000000000005,0.0034,0.001~0.0122
Oryza sativa,5,0.08,0.00035,0.0008,0.0005750000000000001,0.00055,0.00035~0.0008
Caesalpinia pulcherrima,5,0.08,0.00015,0.04375,0.012573199999999998,0.001016,0.00015~0.04375
Cornus officinalis,5,0.08,8e-06,3.6e-05,1.4800000000000002e-05,1e-05,8e-06~3.6e-05
Salacia oblonga,5,0.08,0.000814,0.003,0.0014172,0.001086,0.000814~0.003
Cephalaria scoparia,5,0.08,0.00084,0.012454,0.0049202,0.004908,0.00084~0.012454
Paeonia emodi,5,0.08,0.000143,0.00115,0.0005,0.00022,0.000143~0.00115
Sonchus palustris,5,0.08,0.001705,0.010114,0.005920600000000001,0.006818,0.001705~0.010114
Alstonia rupestris,5,0.08,0.00057,0.014,0.0029166666666666664,0.000735,0.00057~0.014
Clerodendrum philippinum,5,0.08,0.00022,0.000934,0.0005420000000000001,0.0006,0.00022~0.000934
Vitex negundo,5,0.08,0.000273,0.0064,0.0034515,0.002909,0.000273~0.0064
Astragalus flavescens,5,0.08,0.000286,0.000571,0.0004761666666666667,0.0005,0.000286~0.000571
Opilia celtidifolia,5,0.08,0.002,0.1,0.0227,0.00595,0.002~0.1
Stevia rebaudiana,5,0.08,0.005467,2.522321,0.5094709999999999,0.006467,0.005467~2.522321
Cuminum cyminum,5,0.08,0.00015,0.01465,0.00361,0.0007,0.00015~0.01465
Catalpa ovata,5,0.08,0.00052,0.0012,0.000924,0.001,0.00052~0.0012
Xanthium sibiricum,5,0.08,0.000163,0.000337,0.000255,0.000265,0.000163~0.000337
Hemsleya penxianensis,5,0.08,6.7e-05,9.5e-05,8.48e-05,8.7e-05,6.7e-05~9.5e-05
Illicium henryi,5,0.08,0.0003,0.0012,0.0006000000000000001,0.0004,0.0003~0.0012
Euphorbia dracunculoides,5,0.08,4.9e-05,0.00035,0.0001608,0.000146,4.9e-05~0.00035
Medicago sativa,5,0.08,0.000129,0.000637,0.0003032,0.00019,0.000129~0.000637
Polycarpaea corymbosa,5,0.08,0.0024,0.007,0.004503399999999999,0.004067,0.0024~0.007
Silene vulgaris,5,0.08,0.00165,0.0078,0.0039299999999999995,0.003,0.00165~0.0078
Maesa japonica,5,0.08,0.000984,0.002695,0.0017904,0.001642,0.000984~0.002695
Tabernaemontana litoralis,5,0.08,1.3e-05,6.7e-05,5.62e-05,6.7e-05,1.3e-05~6.7e-05
Pithecellobium lucidum,5,0.08,0.000422,0.004667,0.0017112000000000002,0.000556,0.000422~0.004667
Gymnanthemum extensum,5,0.08,0.000154,0.000462,0.0002848,0.000308,0.000154~0.000462
Sideroxylon foetidissimum,5,0.08,0.000411,0.002432,0.0015314,0.001602,0.000411~0.002432
Clematis argentilucida,5,0.08,0.000142,0.00039,0.0002568,0.00027,0.000142~0.00039
Cyclamen coum,5,0.08,0.0006,0.0492,0.013229399999999999,0.005,0.0006~0.0492
Sigesbeckia pubescens,5,0.08,0.00075,0.0038,0.00182,0.0013,0.00075~0.0038
Casearia kurzii,5,0.08,3.9e-05,0.000156,8.14e-05,6.3e-05,3.9e-05~0.000156
Origanum syriacum,5,0.08,0.00075,0.0045,0.00245,0.002,0.00075~0.0045
Alstonia mairei,4,0.06,0.000741,0.001239,0.000958,0.000926,0.000741~0.001239
Euphorbia pekinensis,4,0.06,0.000161,0.003,0.0009547500000000001,0.000329,0.000161~0.003
Pogostemon cablin,4,0.06,0.0003,0.0161,0.005050000000000001,0.0019,0.0003~0.0161
Glyptopetalum sclerocarpum,4,0.06,0.001714,0.012857,0.0081785,0.0090715,0.001714~0.012857
Chrozophora obliqua,4,0.06,0.0004,0.003,0.0011875,0.000675,0.0004~0.003
Delphinium tiantaishanense,4,0.06,0.000909,0.002727,0.0019885,0.002159,0.000909~0.002727
Magnolia fargesii,4,0.06,0.000433,0.010333,0.0036915,0.002,0.000433~0.010333
Euphorbia myrsinites,4,0.06,0.001633,0.002939,0.00220825,0.0021304999999999996,0.001633~0.002939
Ixeris tamagawaensis,4,0.06,6.9e-05,0.009722,0.00259025,0.000285,6.9e-05~0.009722
Zinnia grandiflora,4,0.06,0.004699,0.009518,0.006054250000000001,0.005,0.004699~0.009518
Nigella sativa,4,0.06,0.00033,0.00271,0.0015675000000000003,0.0016150000000000001,0.00033~0.00271
Callicarpa randaiensis,4,0.06,0.000106,0.002689,0.00144375,0.00149,0.000106~0.002689
Lindera glauca,4,0.06,4.8e-05,0.000102,7.75e-05,7.999999999999999e-05,4.8e-05~0.000102
Paronychia chionaea,4,0.06,0.0011,0.002982,0.002025,0.002009,0.0011~0.002982
Inula racemosa,4,0.06,5e-05,0.0002,0.000115,0.000105,5e-05~0.0002
Tricalysia dubia,4,0.06,8e-06,6.1e-05,3.85e-05,4.25e-05,8e-06~6.1e-05
Aster lingulatus,4,0.06,0.000943,0.004943,0.002568,0.002193,0.000943~0.004943
Euphorbia stracheyi,4,0.06,0.000159,0.000571,0.0003015,0.000238,0.000159~0.000571
Verbascum songaricum,4,0.06,0.000625,0.00875,0.003125,0.0015625,0.000625~0.00875
Amphilophium paniculatum,4,0.06,0.000457,0.003839,0.001487,0.0008259999999999999,0.000457~0.003839
Hylomecon japonica,4,0.06,0.0015,0.003,0.0021249999999999997,0.002,0.0015~0.003
Delphinium scabriflorum,4,0.06,0.002333,0.005333,0.00362475,0.0034165000000000003,0.002333~0.005333
Daphniphyllum longeracemosum,4,0.06,1.2e-05,3.3e-05,2.3250000000000003e-05,2.4e-05,1.2e-05~3.3e-05
Acacia auriculiformis,4,0.06,0.003,0.14,0.037583250000000006,0.0036665,0.003~0.14
Paullinia pinnata,4,0.06,0.000443,0.004187,0.00168075,0.0010465000000000001,0.000443~0.004187
Schisandra chinensis,4,0.06,1.2e-05,0.000176,6.074999999999999e-05,2.75e-05,1.2e-05~0.000176
Parkinsonia aculeata,4,0.06,0.001333,0.0032,0.0017997500000000001,0.001333,0.001333~0.0032
Salvia miltiorhiza,4,0.06,0.002,0.006733,0.00425,0.0041335,0.002~0.006733
Jasonia candicans,4,0.06,0.003,0.006,0.004125,0.00375,0.003~0.006
Abrus precatorius,4,0.06,0.025,0.053333,0.03625,0.0333335,0.025~0.053333
Argania spinosa,4,0.06,0.00025,0.0005,0.00034375000000000003,0.0003125,0.00025~0.0005
Carpesium triste,4,0.06,0.002,0.005263,0.0031052500000000004,0.002579,0.002~0.005263
Perovskia atriplicifolia,4,0.06,0.0001,0.000344,0.00021375,0.0002055,0.0001~0.000344
Cyperus rotundus,4,0.06,4.5e-05,0.003,0.00103775,0.000553,4.5e-05~0.003
Mauritia flexuosa,4,0.06,0.0008,0.00464,0.0022,0.00168,0.0008~0.00464
Bousigonia angustifolia,4,0.06,1.3e-05,0.000306,9.65e-05,3.35e-05,1.3e-05~0.000306
Arnica amplexicaulis,4,0.06,0.000591,0.002545,0.0012840000000000002,0.001,0.000591~0.002545
